FileName,md5Hash,Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
VirusShare_d8e81570834399f025d63b0f2eebe71d,d8e81570834399f025d63b0f2eebe71d,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0,0
cleanmgr (2).exe,b26d3990a30b94abbaf5a756381cef5f,332,84,6432,10,10,0,0,45056,14,10,5,262144,49472,165672,0,1
VirusShare_78bc62d944cb1fa4ec523e4c76a2c40e,78bc62d944cb1fa4ec523e4c76a2c40e,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0,0
VirusShare_1d43314f8326ee6228712def835c3c00,1d43314f8326ee6228712def835c3c00,332,0,0,0,4,0,0,4780,2,50,9,1048576,0,49852,0,0
VirusShare_63a91c6d5f455655484334169852d0ab,63a91c6d5f455655484334169852d0ab,332,0,0,0,4,0,0,360936,2,50,4,1048576,0,2636,0,0
Microsoft.Deployment.Compression.Cab.dll,cb175239d6095280756ea76e56c92ac2,332,28,43300,0,4,0,0,8192,11,0,3,1048576,34112,1232,0,1
VirusShare_195916c9a046eacec7f6e56a786c544a,195916c9a046eacec7f6e56a786c544a,332,0,0,0,4,5004,40,110592,9,0,4,1048576,0,1024,0,0
VirusShare_6bd4d7306db79bedc7de06e8332da43b,6bd4d7306db79bedc7de06e8332da43b,332,0,0,0,5,0,0,12288,9,0,7,1048576,0,7936,0,0
VirusShare_d691775f12fbd2fab9e385b72f73211f,d691775f12fbd2fab9e385b72f73211f,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
VirusShare_5a6798cca7c3388723bd69974dbed6c2,5a6798cca7c3388723bd69974dbed6c2,332,0,0,0,5,0,0,0,2,25,3,1048576,0,16520,0,0
VirusShare_fd401754dfb010b02b80cf46378f143c,fd401754dfb010b02b80cf46378f143c,332,0,0,0,5,0,0,4096,9,0,4,1048576,0,3680,0,0
VirusShare_b6ae291067810dda72fd48753b06ea9d,b6ae291067810dda72fd48753b06ea9d,332,0,0,0,4,0,0,257,1,1,4,1048576,0,0,0,0
Microsoft.VisualStudio.Threading.resources (31).dll,cc86173de3fdfdae33dcf58a109d6aac,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1136,0,1
Microsoft.TeamFoundation.TestImpact.BuildIntegration.resources (8).dll,acc6c467823ec72a906b7b98f2960211,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1376,0,1
gsettings.exe,32328053af1418d996a191af2eec1c38,34404,28,20480,0,4,0,0,37700,2,25,9,2097152,32768,1256,0,1
CoreUIComponents (2).dll,a7157f6d74fdb5bab3915a063b2b556a,332,84,1398368,0,6,1899600,796,1310720,14,10,6,1048576,16704,255608,0,1
VirusShare_9ce0b1842b6787c42e0ddb91eaa277a0,9ce0b1842b6787c42e0ddb91eaa277a0,332,28,45056,0,10,90176,93,122880,35,26,13,1048576,0,3824,0,0
Microsoft.VisualStudio.Workspace.VSIntegration.resources (5).dll,bf62c83bf29bbad40b0b2705a0b1d7cf,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1152,0,1
winsockhc (5).dll,2be7ced113999f0573fd863d48b9fb74,34404,28,5408,6,6,88336,166,4096,9,0,5,262144,320,1744,0,1
VirusShare_e0399fbbcd2acc5b9c8656085b2c923f,e0399fbbcd2acc5b9c8656085b2c923f,332,0,0,1,4,0,0,0,6,0,5,1048576,0,56644,0,0
VirusShare_99b7e11330805d79bd47d0b3cd136023,99b7e11330805d79bd47d0b3cd136023,332,0,0,0,4,0,0,32768,7,0,4,1048576,0,175504,0,0
VirusShare_153e030dbc0cf749ebf0077d030946ff,153e030dbc0cf749ebf0077d030946ff,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0,0
AdHocReportingExcelClient (41).dll,d718ff182b71196680d7b64187fb4531,332,84,247728,6,6,282528,203,221184,12,10,5,262144,320,438872,0,1
VirusShare_dc9c626fb57e8cbbda39a9dde057dee4,dc9c626fb57e8cbbda39a9dde057dee4,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0,0
msfeedsbs (5).dll,367a0e2bcec063a890a7e0e761deb733,34404,84,60656,10,10,68352,108,57968,14,10,7,262144,16736,1312,0,1
VirusShare_0b8f6f33f9a0863b0f4c149282efd1fd,0b8f6f33f9a0863b0f4c149282efd1fd,332,0,0,0,5,0,0,12288,9,0,5,1048576,0,0,0,0
VirusShare_6400b3ce29779aeef6e2a85cc37d55ba,6400b3ce29779aeef6e2a85cc37d55ba,332,0,0,0,5,0,0,323584,9,0,5,1048576,32768,6672,0,0
EditionUpgradeHelper (5).dll,20b198bce18175872a30739a03c4ad3f,332,84,16400,10,10,160896,153,167936,14,10,5,262144,16704,3808,0,1
VirusShare_70873cebe86816f9ee08b4c701a5be4e,70873cebe86816f9ee08b4c701a5be4e,332,0,0,0,4,0,0,4096,5,12,3,1048576,0,0,0,0
VirusShare_2bb5bb97e6bc9048503af36d61c9cc2d,2bb5bb97e6bc9048503af36d61c9cc2d,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
SessEnv (5).dll,8958262ea3a871d45b14b7ba00f795c1,34404,84,282176,10,10,363728,112,268624,14,10,7,262144,16736,1328,0,1
VirusShare_1c2f1fa615a2da013a22ed69961094cd,1c2f1fa615a2da013a22ed69961094cd,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0,0
VirusShare_7798277a0972e9bbc989d5dd2dda8c97,7798277a0972e9bbc989d5dd2dda8c97,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0,0
undname.exe,366a73f525db6a0a502dc8d45844d063,34404,56,14352,10,6,0,0,12288,14,12,6,1048576,33120,1812,0,1
basebrd (3).dll,f7348b56de6a5238c66690278d2f973d,34404,0,0,6,6,0,0,0,9,0,1,262144,320,816856,0,1
VirusShare_157fc8c3997984ef720a3751392fddfe,157fc8c3997984ef720a3751392fddfe,332,28,12668,0,5,0,0,12288,10,0,5,1048576,33088,20236,0,0
VirusShare_bbdb060a8b5cde0f433ceab6e0584e7c,bbdb060a8b5cde0f433ceab6e0584e7c,332,0,0,0,4,45056,84,0,2,25,7,0,1,512,0,0
csplit.exe,2ad6bb3d707347cc7acc5bf017b30337,34404,28,106496,0,4,0,0,123696,2,28,9,2097152,32768,1256,0,1
mssitlb (9).dll,034c503b246ac69aa827c7c03da5d2e4,332,28,4512,6,6,42400,164,4096,9,0,4,262144,320,74976,1,1
VirusShare_03463c7bcad43f6805f8571118d2d58c,03463c7bcad43f6805f8571118d2d58c,332,0,0,5,5,0,0,4096,6,4,6,4194304,0,3384,0,0
VirusShare_99d712c44429d31fc6a57f79fb662b3b,99d712c44429d31fc6a57f79fb662b3b,332,0,0,0,4,0,0,28672,5,12,4,1048576,0,25756,0,0
VirusShare_2deecbe7a31573d753d42e231e002d6e,2deecbe7a31573d753d42e231e002d6e,332,0,0,0,5,0,0,8192,9,0,8,1048576,0,19184,0,0
VirusShare_7626a08111f13bfb8ba4456749546d60,7626a08111f13bfb8ba4456749546d60,332,0,0,0,4,64432,224,53248,8,0,6,1048576,64,1520,0,0
VirusShare_96730121a15d25c2330f16721074ba03,96730121a15d25c2330f16721074ba03,332,0,0,6,6,212992,127,0,9,0,11,0,0,53540,0,0
mqsec.dll,a49da904b255f1a6e72f7d5732cc2f91,332,84,15920,10,10,163568,8700,184320,14,10,5,262144,16704,1016,0,1
MSBuildTaskHost.resources.ni (42).dll,4f890639d1b1ab7acc3a2a1a623294d0,34404,28,21916,0,5,0,0,0,11,0,3,0,33088,1132,0,1
VirusShare_04bc37d74e432cdbddb45899e6671aaf,04bc37d74e432cdbddb45899e6671aaf,332,0,0,0,5,0,0,208896,9,0,4,8000000,32768,39856,0,0
VirusShare_33583e4af6584a995093cd3100962f46,33583e4af6584a995093cd3100962f46,332,0,0,0,5,0,0,4096,9,0,4,1048576,32768,170836,0,0
VirusShare_662c32132acf72efcdc5f3c7d1c622b0,662c32132acf72efcdc5f3c7d1c622b0,332,0,0,0,5,0,0,28672,10,0,4,1048576,32768,23304,1,0
VirusShare_371ff101bf0ca6012cc2c034bac0c8e7,371ff101bf0ca6012cc2c034bac0c8e7,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
VirusShare_db52962b9381694741fc5b77f8e1fdc2,db52962b9381694741fc5b77f8e1fdc2,332,0,0,0,4,184320,205,0,2,25,7,0,1,4096,0,0
datusage (2).dll,7ecd9e4d799aa1ac609875bd65c0c6bb,34404,84,27552,10,10,30032,140,25088,14,10,6,262144,16736,3880,0,1
xolehlp (3).dll,18ad3b91bd716f61f9602ebc241b99c9,332,84,15280,10,10,43696,353,57344,14,10,6,262144,16704,1104,0,1
VirusShare_8d9704829fc1a5c1873d631515ba17a8,8d9704829fc1a5c1873d631515ba17a8,332,0,0,0,4,0,0,0,8,0,8,1048576,0,1536,0,0
FileTracker64UI (19).dll,d629bad5fdbd01c0dd8c3a3baa67bbee,34404,28,4096,10,6,0,0,0,14,10,2,1048576,352,3432,0,1
VirusShare_52f386267f4f1ba3a0ff425be8bfb6ac,52f386267f4f1ba3a0ff425be8bfb6ac,332,28,38512,10,5,0,0,65536,10,0,5,1048576,64,25600,0,0
VirusShare_f5066fd10a821970910fecf55121cda1,f5066fd10a821970910fecf55121cda1,332,0,0,0,4,0,0,0,2,25,6,0,1,512,0,0
_Core.dll,5c63341de1e07d6574ade3c340039859,34404,28,983040,0,4,1024000,37399,1069312,2,28,10,2097152,0,0,0,1
ToolbarProxy.dll,de32ec6b346ecffacd1487d639a0dfbc,34404,84,13648,0,5,16528,136,12288,14,0,7,1048576,352,1468,0,1
VirusShare_dbaca94c4866aa3c5ee26edd04acdc20,dbaca94c4866aa3c5ee26edd04acdc20,332,0,0,0,4,49424,101,4096,8,0,4,1048576,0,1008,0,0
VirusShare_7987f587bb66a1251c68cc0acf62b00b,7987f587bb66a1251c68cc0acf62b00b,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
VirusShare_cfcff702ee6532f1cbf09ccd583cda13,cfcff702ee6532f1cbf09ccd583cda13,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0,0
VirusShare_7b471b104ae5599470d96061da5b2ad0,7b471b104ae5599470d96061da5b2ad0,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
VirusShare_9252e574513e693c884283b9e314f497,9252e574513e693c884283b9e314f497,332,28,77920,0,4,79888,72,77824,7,10,5,1048576,0,13968,0,0
VirusShare_9690a2513021c69025be547b2ce313a6,9690a2513021c69025be547b2ce313a6,332,0,0,0,4,0,0,0,5,12,4,1048576,0,780,0,0
KBDMAC (5).DLL,e5ca6082abe6498bd88e5fcd06451af2,332,28,7456,6,6,7376,80,0,9,0,3,262144,1344,1048,0,1
VirusShare_b6948276c07928f3beb068d369656fc0,b6948276c07928f3beb068d369656fc0,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,1520,0,0
VirusShare_32606a21f2bb1846ea299db4eb0b9270,32606a21f2bb1846ea299db4eb0b9270,332,0,0,0,5,0,0,192512,9,0,7,1048576,32768,54960,0,0
powercfg (10).exe,ebf04ecd3a583e28de9ff98777fe9d92,34404,28,5648,6,6,0,0,4096,9,0,5,524288,33088,2088,0,1
VirusShare_102065b15166280f97742069478a0850,102065b15166280f97742069478a0850,332,0,0,0,5,0,0,4096,9,0,4,1048576,32768,18624,0,0
drmmgrtn (3).dll,8c9282bd947312f9e5d900d8a16b6496,34404,56,661700,21315,6,652108,183,4096,9,0,5,262144,64,1248,0,1
utildll (3).dll,b59d9c7556f460027ebd82f7053ad834,34404,84,30080,10,10,34800,1144,28944,14,10,6,262144,16736,1312,0,1
VirusShare_278df6d5b658d533f3195c6d4c9dbc70,278df6d5b658d533f3195c6d4c9dbc70,332,0,0,0,5,0,0,8192,9,0,5,1048576,0,2840,0,0
VirusShare_77ef8cb46b35daba5f479c19b585dd4a,77ef8cb46b35daba5f479c19b585dd4a,332,28,90112,0,4,0,0,8192,8,0,4,1048576,34112,2720,0,0
VirusShare_6999709fc7a03aa27b673b85106f6dc7,6999709fc7a03aa27b673b85106f6dc7,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
VirusShare_4c9c71816882a2f34da72241c40207c8,4c9c71816882a2f34da72241c40207c8,332,0,0,7,8,0,0,0,7,0,3,1048576,0,2532,0,0
storagewmi_passthru (5).dll,fa3131fb9a0d9309fd14cf49851e889b,34404,84,23056,10,10,25984,92,20912,14,10,6,262144,16736,1112,0,1
srvcli (2).dll,c0377ff1b45da92f66e7380608b108c1,332,84,9248,10,10,58464,1634,98304,14,10,6,262144,16704,1024,0,1
Microsoft.Mashup.Client.Excel.resources (41).dll,a88ccc44f4eeb20693949efcebaa9797,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1232,0,1
VirusShare_6c5bfaeb000f4471ba70ed775b200ccd,6c5bfaeb000f4471ba70ed775b200ccd,332,0,0,0,4,34832,116,20480,8,0,6,1048576,64,1880,0,0
VirusShare_147a6d8f3b13a56c2e1b71c2f38c4f8b,147a6d8f3b13a56c2e1b71c2f38c4f8b,332,0,0,5,5,0,0,0,7,10,6,262144,33792,6308,0,0
VirusShare_d4bfba9ddf73a70df14b0c06f7460798,d4bfba9ddf73a70df14b0c06f7460798,332,0,0,0,4,0,0,0,8,0,8,1048576,0,1536,0,0
Microsoft.VisualBasic.Activities.CompilerUI (3).dll,4e4a4c2dc048d140173168e8ce53ec2c,34404,28,4096,10,6,0,0,0,12,10,2,1048576,352,255640,0,1
VirusShare_40f5a5bd10a3b5cb170042f6ebd8ab36,40f5a5bd10a3b5cb170042f6ebd8ab36,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
scrobj (5).dll,6b21c98fe551e99f687dd6cdb55a8600,34404,84,169008,10,10,192080,364,165448,14,10,6,262144,16736,12848,0,1
mstext40 (3).dll,9f7d12aa2d188e42520587d5c301c040,332,56,240208,0,4,59408,115,4096,8,0,4,1048576,320,904,0,1
VirusShare_a9c373b7fe99edac14ae71353853fa5d,a9c373b7fe99edac14ae71353853fa5d,332,0,0,1,4,0,0,0,6,0,3,1048576,0,928,0,0
imtcui (2).DLL,51a1796c53576d7f1b0d99aa81e3264b,34404,28,7056,6,6,928688,180,4096,9,0,5,262144,320,131520,0,1
ScDeviceEnum (2).dll,5cb8816960fe5c608f75607f34530bbb,34404,84,154704,10,10,183280,128,139128,14,10,6,262144,16736,3112,0,1
MSAProfileNotificationHandler (2).dll,cb0ba5116805f3530e16246e1ec31ef4,34404,84,47248,10,10,49216,128,34592,14,10,6,262144,16736,1128,0,1
VirusShare_12a846019c15211de892b58284cc0344,12a846019c15211de892b58284cc0344,332,0,0,0,5,0,0,0,10,0,4,1048576,32768,7172,0,0
dsprop (3).dll,c472646e70c1aa18ea67cdc3c313ac7e,34404,84,114336,10,10,125472,688,103640,14,10,6,262144,16736,32840,0,1
sppcommdlg (2).dll,87ec129cb9b38e0cb4dab0087852fc43,34404,84,108544,10,10,112176,88,102872,14,10,6,262144,16736,196952,0,1
VirusShare_27a6dbbc09d4fb7e0912e9fea078f5db,27a6dbbc09d4fb7e0912e9fea078f5db,332,28,35056,0,5,0,0,57344,9,0,5,1048576,33088,45800,0,0
StandardFX_Plugin.dll,705f5e469ca7050a66f5cfb795b26be1,34404,28,4368,6,6,20432,464,4096,9,0,5,262144,320,22608,0,1
aadauthhelper (3).dll,906199aad02816144114c57c900ec2b6,34404,84,193392,10,10,220528,392,169624,14,10,7,262144,16736,1056,0,1
EspXEngine.dll,5290ea6f252272a04bccc49d9ac0b1ed,34404,56,3635168,0,6,4295600,13348,4546560,14,11,9,1048576,352,52902,0,1
msjetoledb40 (2).dll,94a4bd919d8d6feae8dac69a1fbe7094,332,28,316288,0,6,471632,187,315392,12,0,5,1048576,320,1752,0,1
spwizeng (2).dll,86c0603fcc2c829273bc262bcbb21480,332,84,68544,10,10,295152,71759,512000,14,10,5,262144,16704,1032,0,1
secproc_ssp_isv (4).dll,a41445fcabf301933e6e3115239ecda3,34404,84,98544,10,10,103344,864,91872,14,10,6,262144,16736,1280,0,1
VirusShare_41524ba23ff8d0cf7de9c1e9effaea30,41524ba23ff8d0cf7de9c1e9effaea30,332,28,374912,0,5,0,0,372736,9,0,6,1048576,33088,401360,0,0
VirusShare_7a649c5c93d1eb938010f0ab9fc4c41c,7a649c5c93d1eb938010f0ab9fc4c41c,332,0,0,0,4,0,0,223380,2,50,5,1048576,0,576,0,0
VirusShare_c1b647770f1f0d2432c6e2e38dc0c074,c1b647770f1f0d2432c6e2e38dc0c074,332,0,0,0,5,0,0,323584,9,0,4,1048576,32768,2496,0,0
VBoxHostChannel.dll,952fca4d50aa9b477941720027b5dd75,34404,28,16736,502,5,19920,86,16384,10,0,6,1048576,448,960,0,1
VirusShare_2e1b18f03851152099e7378f84348743,2e1b18f03851152099e7378f84348743,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
accevent (2).exe,dcd1ee7e32360d5350989d6981cff0c2,452,84,50672,10,10,0,0,139264,14,10,6,262144,49472,6312,0,1
MFMediaEngine (5).dll,9803865fee659ad2316d420ec8333d7b,34404,84,4168240,10,10,4587584,148,4041856,14,10,7,262144,16736,68352,0,1
VirusShare_6dcfeab369452e9ddcf6646b5a21b102,6dcfeab369452e9ddcf6646b5a21b102,332,0,0,0,5,0,0,0,60,164,4,1048576,0,0,0,0
VirusShare_351958614d42b5ba0c412aa0609b71dc,351958614d42b5ba0c412aa0609b71dc,332,0,0,1,4,0,0,0,2,3,8,2097152,0,3044,0,0
VirusShare_1ac73965de1971460cd861c0d420f77d,1ac73965de1971460cd861c0d420f77d,332,0,0,0,4,127904,69,4096,8,0,4,1048576,0,2328,0,0
mlib_image (2).dll,79f5837bd29050b391d60393e33ad7fa,34404,28,581968,0,5,642432,290,581632,10,0,6,1048576,320,920,0,1
VirusShare_b40e02a94b448d7a33aab50d43edc1e5,b40e02a94b448d7a33aab50d43edc1e5,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
VirusShare_0fdbb6edcaf3cb4312da4e7999d5829d,0fdbb6edcaf3cb4312da4e7999d5829d,332,0,0,0,5,0,0,208896,9,0,4,1048576,0,0,0,0
VirusShare_984e1aec5ee89f4fbda73c0a8b847fed,984e1aec5ee89f4fbda73c0a8b847fed,332,0,0,8,10,245760,81,0,6,0,12,0,0,43708,0,0
VirusShare_c009db8ad0102af7fb7dea9e4146968f,c009db8ad0102af7fb7dea9e4146968f,332,0,0,0,4,71392,70,4096,8,0,4,1048576,0,576,0,0
VirusShare_3658903f4c4e0befc5a9212895971132,3658903f4c4e0befc5a9212895971132,332,0,0,8,4,0,0,0,6,0,3,1048576,0,3848,0,0
Microsoft.VisualStudio.CodeAnalysis.Phoenix.dll,c837895162038282f9d14ba9d03a314a,332,56,284088,0,4,0,0,8192,48,0,3,1048576,34112,1304,0,1
VirusShare_8cdfb3690f602e5f21960edc7dcfc6d6,8cdfb3690f602e5f21960edc7dcfc6d6,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
AtBroker (3).exe,c8d8cb394bed2eb11056ffd25e695dbc,34404,84,52192,10,10,0,0,45424,14,10,6,524288,49504,1336,0,1
ipmiprr (2).dll,bf5b606442261a410af8f2e98cb8d16c,332,56,4096,10,10,0,0,0,14,10,2,262144,1344,2520,0,1
Microsoft.Build.resources (14).dll,ecfefc3461af9a85caeb4ec31d6d74c1,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1136,0,1
VirusShare_596d0501c2764932d92ddeba1fed21a0,596d0501c2764932d92ddeba1fed21a0,332,0,0,0,4,0,0,16384,1,71,4,1048576,0,21768,0,0
mfx_mft_h264ve_64 (2).dll,fee24307fc010f152d050faafba2492e,34404,84,2664752,0,6,2909488,192,2383872,14,0,8,1048576,16736,3568,0,1
VirusShare_8af2f660b8c8292e8d9827391e28e98d,8af2f660b8c8292e8d9827391e28e98d,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
mscpx32r (3).dLL,995d5288b37bcd741ac83be383d6745a,332,0,0,6,6,0,0,0,9,0,1,262144,1344,1056,0,1
VirusShare_45578460f83506f464fd2ed0f1425233,45578460f83506f464fd2ed0f1425233,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
VirusShare_f49318b27eb5d1a0d6bfd7624107b940,f49318b27eb5d1a0d6bfd7624107b940,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0,0
VirusShare_b48fbb283f40ec4671de9842b0e20496,b48fbb283f40ec4671de9842b0e20496,332,0,0,0,4,0,0,16384,6,0,5,1048576,0,40960,0,0
VirusShare_bada0456de0107301add46b09b07bbe0,bada0456de0107301add46b09b07bbe0,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0,0
System.Net.Http.Formatting (4).dll,0fc2047e361b79ac15755b1ed400f819,332,28,183276,0,4,0,0,8192,11,0,3,1048576,34144,1152,0,1
VirusShare_6a72df74b5916d9d850f275518bb4a8e,6a72df74b5916d9d850f275518bb4a8e,332,0,0,7,7,339968,114,0,9,0,10,0,0,41200,0,0
VirusShare_ecbb87f49ca649c18aae8849ac490ee0,ecbb87f49ca649c18aae8849ac490ee0,332,0,0,0,5,0,0,106496,9,0,4,1048576,32768,12480,0,0
VirusShare_81950d2c75a2d693693c02489adca609,81950d2c75a2d693693c02489adca609,332,0,0,9,9,395288,112,0,7,0,3,0,0,1816,0,0
AWSSDK.Core.dll,3eb3ca223c2df9b7a3fdc1ff941bba60,332,28,653780,0,4,0,0,8192,48,0,3,1048576,34144,1208,0,1
VirusShare_19a1bfb721a8ab514fa5a22291a4618b,19a1bfb721a8ab514fa5a22291a4618b,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
VirusShare_1bff63783a1aede74c6ac179c1a3799e,1bff63783a1aede74c6ac179c1a3799e,332,0,0,9,8,288704,68,0,6,1,3,0,0,1764,0,0
irml (2).dll,7dd2a584d400f487e9c9f8f663462f5f,34404,28,168800,0,5,205088,254,167936,10,0,9,1048576,320,1136,0,1
VirusShare_d2bd07f23d1b59f2390003a91ba71206,d2bd07f23d1b59f2390003a91ba71206,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,24956,0,0
VirusShare_3b08184d50b06c33c91058ab1410ad27,3b08184d50b06c33c91058ab1410ad27,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0,0
VirusShare_0140b6048bf8d6478a0b870a151b6530,0140b6048bf8d6478a0b870a151b6530,332,28,4992,8,5,0,0,4096,8,0,4,1048576,32768,46420,0,0
ias (6).dll,3e78bbe9dd92617aad0b9f962d916a7a,34404,28,5056,1,6,27408,70,4096,9,0,5,262144,320,1280,0,1
VirusShare_f96318ad50f71b777a2577109f5f5b7d,f96318ad50f71b777a2577109f5f5b7d,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
VirusShare_5e9abb44e7f6c3425000f1b9d1ae0d2b,5e9abb44e7f6c3425000f1b9d1ae0d2b,332,0,0,0,5,0,0,24576,10,0,5,1048576,32832,9988,0,0
VirusShare_9801a100b9ff07f10018162cf0070900,9801a100b9ff07f10018162cf0070900,332,28,6816,0,4,0,0,4096,6,0,3,1048576,0,12689,0,0
VirusShare_118386947fdcf62393df7319fa7d0090,118386947fdcf62393df7319fa7d0090,332,28,374912,0,5,0,0,372736,9,0,6,1048576,33088,401360,0,0
VirusShare_83fd3f4e2ed634bfddd5da8772d52d70,83fd3f4e2ed634bfddd5da8772d52d70,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
Microsoft.Management.Infrastructure.Native.ni.dll,239ad93d41eb8ee5beb603a44ef4ddff,34404,56,655504,0,5,0,0,0,11,0,4,0,320,1204,0,1
VirusShare_043a12e388df93ebd3a087c6c4622a9c,043a12e388df93ebd3a087c6c4622a9c,332,0,0,1,4,0,0,4096,6,0,4,1048576,0,233472,0,0
VirusShare_f8e59fc9e8e070568339b95fb43a6f24,f8e59fc9e8e070568339b95fb43a6f24,332,0,0,1,4,0,0,0,6,0,10,1048576,0,2172,0,0
VirusShare_c52ed33a7922a8afb26ef13a606d7151,c52ed33a7922a8afb26ef13a606d7151,332,0,0,0,4,0,0,0,2,25,4,1048576,0,47268,0,0
VirusShare_43817cde9f465ae8daf703079f7412a5,43817cde9f465ae8daf703079f7412a5,332,0,0,0,4,0,0,0,2,25,3,1048576,0,108,0,0
VirusShare_0e8e6a4ee8036620af9946420473a258,0e8e6a4ee8036620af9946420473a258,332,0,0,1,4,0,0,0,2,8,7,2097152,0,227840,0,0
VirusShare_90af3aa00a0c9116212661c276ccacf6,90af3aa00a0c9116212661c276ccacf6,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
Microsoft.AnalysisServices.Common.Wizard.resources (22).dll,8958da3d22284e4c4377d593344f2368,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1248,0,1
NlsData0002.dll,88bcb3e82cf6ebeca7ec2a7d7a4eca80,332,28,4672,6,6,2162560,79,4096,9,0,4,262144,320,1096,1,1
VirusShare_929daf80fc82ef9f2edae1452ecbb03a,929daf80fc82ef9f2edae1452ecbb03a,332,0,0,0,4,0,0,0,2,25,6,0,1,512,0,0
attributes.dll,9322cb1b2386d58d4b972495da0d660b,34404,28,20480,0,4,36864,145,41368,2,28,10,2097152,0,0,0,1
wmpenc (3).exe,bfd17f702948b173c42a53efd40cd69d,34404,28,4976,6,6,0,0,4096,9,0,5,524288,33088,2496,0,1
VirusShare_c3f361a340aa13acafc0ac3ad6ca164b,c3f361a340aa13acafc0ac3ad6ca164b,332,56,119280,0,5,0,0,118784,11,0,5,1048576,33088,620472,0,0
Setup.resources (2).dll,08c0bafbbbc07a97752b2ac89dc76854,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1000,0,1
VirusShare_37fc274eae13ad507fc6004bc52846d0,37fc274eae13ad507fc6004bc52846d0,332,0,0,0,5,0,0,77824,9,0,5,1048576,32768,86996,0,0
VirusShare_40707cdcd4220213b9ef2545043d6c99,40707cdcd4220213b9ef2545043d6c99,332,0,0,0,4,0,0,278528,6,0,4,1048576,0,10152,0,0
VirusShare_cda9e096f0786f295c6aee3edbe00365,cda9e096f0786f295c6aee3edbe00365,332,0,0,0,4,0,0,4096,5,12,3,1048576,0,0,0,0
KBDBENE (6).DLL,99c3391be1ac527c0071f9b0ae503c7b,34404,28,8464,6,6,8368,81,0,9,0,3,262144,320,1040,0,1
VirusShare_8752451fbffa486244508e28cd3dad62,8752451fbffa486244508e28cd3dad62,332,0,0,0,4,0,0,0,5,0,5,1048576,0,0,0,0
VirusShare_1433398929114793884388a444e30cb0,1433398929114793884388a444e30cb0,332,0,0,0,4,0,0,8192,5,12,4,1048576,0,286204,0,0
STSLISTI.DLL,1499326b6c3eb088ebc62f1943553702,332,28,4096,0,6,4128,56,0,14,10,2,1048576,1344,81596,0,1
VirusShare_805242256e678b3b8a05aee3a997d0f1,805242256e678b3b8a05aee3a997d0f1,332,0,0,0,4,0,0,0,5,12,4,1048576,0,772,0,0
VirusShare_c418600276629fe4836d24f271790bd5,c418600276629fe4836d24f271790bd5,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0,0
VirusShare_c7a1234627823f1c77feec8a471dac1b,c7a1234627823f1c77feec8a471dac1b,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,9206,0,0
