Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses
332,0,0,6,8,457380,116,0,7,0,3,1048576,0,2520,0
332,0,0,0,4,0,0,338944,2,50,7,1048576,0,37040,0
332,28,24576,0,4,24928,342,426288,7,10,7,1048576,0,34024,0
332,0,0,1,4,335872,160,0,2,56,8,2097152,0,0,0
332,84,4640,10,10,0,0,16384,14,10,5,262144,49472,52184,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1112,0
332,0,0,0,4,0,0,52428,2,50,5,1048576,0,152988,0
332,84,16176,10,10,54448,162,61440,14,10,6,262144,16704,1128,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,84,4096,10,10,4352,213,0,14,10,2,262144,1344,1008,0
332,0,0,0,4,0,0,200704,6,0,4,1048576,0,46088,0
332,28,74416,0,5,79840,51,73728,9,0,5,1048576,34048,18508,0
332,84,4096,10,10,4352,440,0,14,10,2,262144,1344,1008,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,0,5,0,0,4096,9,0,4,1048576,32768,6032,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1376,0
34404,84,138976,10,10,150912,168,92112,14,10,6,262144,16736,17360,0
332,28,28672,0,4,51888,450,86116,8,0,9,1048576,64,55144,0
332,0,0,5,5,0,0,4096,6,4,6,4194304,0,3384,0
332,0,0,0,4,0,0,8192,6,0,4,1048576,0,1968,0
34404,84,11552,10,10,11456,84,0,14,10,4,262144,16736,1032,0
43620,84,79600,10,10,492560,144,520192,14,10,6,262144,16736,1000,0
34404,84,13296,10,10,14400,1800,12560,14,10,6,262144,16736,1272,0
332,28,94708,0,4,0,0,8192,48,0,3,1048576,34144,1232,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1504,0
332,0,0,0,4,24400,74,4096,7,0,3,1048576,0,64088,0
34404,28,6688,6,6,3075344,644,4096,9,0,5,262144,64,351440,0
332,0,0,0,5,0,0,4096,9,0,4,1048576,32768,19824,0
332,0,0,0,4,0,0,8192,6,0,3,1048576,0,259964,0
332,84,41188,0,6,57344,112,45056,14,10,4,1048576,320,0,0
332,0,0,0,4,21104,232,20480,8,0,7,1048576,64,1520,0
332,0,0,0,5,0,0,8192,9,0,5,1048576,0,43448,0
332,0,0,6,6,0,0,0,9,0,6,1048576,0,22868,0
34404,84,828848,10,10,1056944,812,708800,14,10,7,262144,16736,1040,0
332,28,33008,502,5,45712,90,32768,10,0,5,1048576,448,1016,0
332,56,2495296,0,6,2682640,9056,1982464,14,10,6,1048576,320,78496,1
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1392,0
332,0,0,0,5,0,0,73728,9,0,4,1048576,32768,177988,0
332,56,209568,0,6,0,0,208896,12,0,5,1048576,33088,2296,0
332,56,28056,0,4,0,0,8192,48,0,3,1048576,34144,1380,0
332,0,0,0,5,0,0,8192,9,0,4,1048576,32768,976,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1384,0
332,84,10944,10,10,63984,161,532480,14,10,5,262144,16704,103040,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
34404,84,2162688,10,10,2530016,288,2013296,14,10,7,262144,16736,194864,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,28,4096,0,6,4128,56,0,14,10,2,1048576,1344,145848,0
332,0,0,0,4,16800,110,4096,8,0,4,1048576,0,1720,0
34404,84,346336,10,10,354496,2184,316992,14,10,7,262144,16736,423016,0
332,0,0,0,4,0,0,32768,7,0,4,1048576,0,174240,0
332,28,4384,6,6,19536,271,4096,9,0,4,262144,320,1032,0
34404,28,5392,6,6,52448,162,4096,9,0,5,262144,320,1008,0
34404,28,5072,6,6,186256,114,4096,9,0,5,262144,320,4816,0
332,28,4432,5,5,0,0,4096,6,20,4,262144,34816,4488,0
332,28,22032,0,6,22848,96,20480,14,0,5,1048576,320,0,0
34404,84,49408,10,10,52464,4512,44016,14,10,6,262144,16736,1040,0
332,56,40948,0,4,0,0,8192,48,0,3,1048576,34144,4588,0
332,0,0,0,5,0,0,65536,9,0,6,1048576,32768,36780,0
332,0,0,0,5,0,0,8192,9,0,7,1048576,1024,3680,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,1344,1092,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1408,0
332,28,4176,0,4,21840,117,4096,8,0,5,1048576,64,1036,0
34404,0,0,6,6,0,0,0,9,0,1,262144,64,928552,0
332,84,1574096,10,10,11222976,176,11407360,14,10,7,262144,16704,855608,1
332,28,49344,0,4,121552,468,49152,2,25,4,1048576,0,0,0
34404,84,48064,10,10,51600,188,41472,14,10,7,262144,16736,3896,0
34404,84,12544,10,10,49152,168,45056,14,10,10,262144,16736,1072,0
332,28,4256,8,5,7552,1778,4096,8,0,4,1048576,64,1588,0
332,0,0,8,6,0,0,0,9,0,8,1048576,0,12904,0
332,84,4903760,21315,10,6242784,272,3639788,14,10,6,262144,16832,2976,0
332,0,0,0,5,0,0,0,9,0,4,4194304,32768,162764,0
332,28,4608,6,6,0,0,4096,9,0,4,262144,33088,1752,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,28,7104,6,6,7024,79,0,9,0,3,262144,1344,1040,0
34404,84,30496,10,10,0,0,24848,14,10,6,524288,49504,1296,0
332,28,5584,6,6,309152,402,4096,9,0,4,262144,320,215384,1
332,0,0,1,4,0,0,0,6,0,3,1048576,0,10392,0
332,0,0,0,4,0,0,20480,7,0,4,1048576,0,70080,0
332,0,0,0,5,0,0,0,10,0,3,1048576,33088,32424,0
332,0,0,9,9,0,0,0,7,0,10,1048576,0,50572,0
332,0,0,1,4,14848,36864,0,6,0,3,1048576,0,111280,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,0,5,0,0,4096,9,0,6,1048576,0,2096,0
332,28,6736,0,4,0,0,4096,6,0,3,1048576,0,11480,0
332,56,119280,0,5,0,0,118784,11,0,5,1048576,33088,620472,0
34404,84,339312,10,10,0,0,102400,14,10,7,524288,49504,928,0
332,0,0,0,5,0,0,12288,9,0,6,1048576,0,7152,0
332,0,0,0,4,0,0,0,2,25,10,1048576,0,502272,0
332,0,0,0,4,0,0,0,2,0,8,1048576,0,33148,0
332,0,0,0,4,0,0,32768,7,0,4,1048576,0,177064,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,768,0
332,28,10148,0,4,0,0,8192,48,0,3,1048576,34112,2448,0
332,0,0,0,4,0,0,4096,6,0,3,1048576,0,15665,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,1768,0
34404,28,4832,6,6,71216,941,4096,9,0,5,262144,320,1064,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1504,0
332,0,0,0,5,0,0,4096,9,0,3,1048576,32768,4728,0
332,84,6864,10,10,38160,515,45056,14,10,6,262144,16704,7312,0
34404,0,0,0,4,942080,473,946500,2,24,10,2097152,0,1736,0
34404,0,0,6,6,0,0,0,9,0,1,262144,64,19702320,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,1520,0
332,28,4672,6,6,2162592,79,4096,9,0,4,262144,320,1096,1
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,84,4432,10,10,20512,131,32768,14,10,7,262144,16704,1280,0
332,0,0,0,4,0,0,0,5,12,3,1048576,0,5288,0
34404,28,146060,0,5,0,0,0,11,0,3,0,33088,1228,0
332,28,53440,0,4,68672,165,53248,2,56,8,1048576,0,2224,0
34404,28,5136,6,6,78320,194,4096,9,0,5,262144,320,12472,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1032,0
332,0,0,0,5,0,0,0,9,0,3,1048576,32832,0,0
34404,56,6708384,0,6,8375712,79,6705152,12,0,6,1048576,352,0,1
332,0,0,0,4,253952,106,0,2,0,3,1048576,0,104,0
332,0,0,0,4,0,0,0,2,25,11,1048576,0,30612,0
332,0,0,0,5,0,0,20480,9,0,5,1048576,0,38648,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,0,4,0,0,257,2,50,5,1048576,0,227484,0
332,0,0,0,5,0,0,4096,9,0,5,1048576,0,2096,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,56,4096,10,10,4368,3005,0,12,10,2,262144,1344,1016,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
34404,84,60464,10,10,0,0,50480,14,10,6,524288,49504,205688,0
34404,28,955076,0,5,0,0,0,11,0,3,0,33088,1280,0
34404,28,5760,6,6,0,0,4096,9,0,5,524288,33088,2072,0
332,0,0,0,4,0,0,0,2,25,6,0,1,512,0
332,0,0,0,4,0,0,126976,5,12,5,1048576,0,1888,0
332,84,4096,15,6,0,0,0,14,11,2,1048576,1344,245144,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,4,0,0,184320,6,0,4,1048576,0,24152,0
332,0,0,0,5,0,0,4096,9,0,3,1048576,32768,43176,0
332,28,68340,0,4,0,0,8192,11,0,3,1048576,34144,1400,0
34404,28,4640,6,6,123984,107,135168,11,0,6,262144,16736,904,0
332,28,70528,0,8,74778,92,110720,29,21,8,1048576,0,1419,0
332,0,0,0,4,0,0,8192,5,12,4,1048576,0,992388,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1336,0
332,0,0,0,5,0,0,20480,9,0,13,1048576,0,23840,0
34404,28,5392,6,6,0,0,4096,9,0,5,524288,33088,2096,0
332,56,2126224,0,6,2291776,108,1859584,14,10,7,1048576,320,314504,0
332,56,1971696,0,6,2622160,113,1970176,12,0,5,1048576,320,1632,0
34404,0,0,6,6,0,0,0,9,0,1,262144,320,8552468,1
332,84,118720,10,10,1123984,6189,1146880,14,10,6,262144,16704,10272,0
34404,84,572112,10,10,581008,164,402840,14,10,6,262144,16736,61528,0
332,28,159744,0,4,0,0,201392,7,10,5,1048576,0,0,0
332,28,12604,0,4,0,0,8192,48,0,3,1048576,34144,1308,0
332,0,0,0,4,65728,126,45056,8,0,5,1048576,0,54908,0
34404,0,0,0,6,26133200,257086,25247744,12,0,6,1048576,352,1112,0
332,0,0,0,4,49888,76,4096,8,0,4,1048576,0,1008,0
332,0,0,0,5,0,0,106496,9,0,5,1048576,0,24184,0
34404,84,13472,10,10,14528,268,12560,14,10,6,262144,16736,1008,0
332,0,0,0,5,0,0,16384,9,0,7,1048576,0,9816,0
332,0,0,0,5,0,0,77824,9,0,9,1048576,32768,6912,0
34404,84,201952,10,10,237584,164,189744,14,10,7,262144,16736,26608,0
332,0,0,0,4,0,0,8192,5,12,4,1048576,0,81876,0
332,0,0,0,5,0,0,4096,9,0,8,1048576,32768,12480,0
332,0,0,0,4,17072,74,16384,7,10,6,1048576,0,4364,0
332,0,0,0,4,0,0,223380,2,50,5,1048576,0,576,0
332,0,0,0,4,0,0,46580,2,50,6,1048576,0,2636,0
332,0,0,8,6,416352,204,0,7,0,3,0,0,2452,0
332,0,0,0,5,0,0,8192,9,0,5,1048576,32768,9816,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,28,4656,5,5,0,0,4096,7,10,3,262144,33792,97366,0
332,0,0,0,5,0,0,176128,10,0,4,1048576,32768,10220,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,4,0,0,0,2,25,6,0,1,512,0
332,84,6496,10,10,15792,76,20480,14,10,5,262144,16704,1024,0
332,84,6640,10,10,0,0,73728,14,10,5,262144,49472,1984,0
34404,84,158096,10,10,185936,112,149232,14,10,7,262144,16736,2560,0
332,56,6672,10,6,87872,1621,94208,14,12,5,1048576,320,1024,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,0,0,0,5,0,0,12288,9,0,5,1048576,0,0,0
332,0,0,0,4,0,0,8192,5,12,4,1048576,0,8894372,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1352,0
332,28,65536,0,8,57408,90,118784,35,26,12,1048576,0,1840,0
34404,28,5152,6,6,49856,127,4096,9,0,5,262144,320,115128,0
34404,0,0,6,6,0,0,0,9,0,1,262144,64,729776,1
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
34404,28,45056,0,4,0,0,62112,2,28,9,2097152,32768,1256,0
332,84,4544,10,10,0,0,16384,14,10,6,262144,49472,2280,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
34404,84,11776,10,10,11680,80,0,14,10,4,262144,16736,1080,0
34404,28,4096,8,5,4128,52,0,8,0,2,1048576,64,334312,0
332,0,0,0,4,29248,102,4096,7,0,3,1048576,0,73464,0
332,0,0,0,5,0,0,4096,9,0,4,1048576,32768,2640,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1520,0
332,0,0,0,5,0,0,98304,9,0,4,8000000,32768,32600,0
332,0,0,0,5,0,0,53248,9,0,6,1048576,32768,784,0
34404,84,512528,10,10,0,0,488856,14,10,7,524288,49504,67760,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,56,119280,0,5,0,0,118784,11,0,5,1048576,33088,620472,0
332,0,0,0,5,0,0,131072,9,0,13,1048576,0,3400,0
332,0,0,0,5,0,0,204800,9,0,11,1048576,0,0,0
332,0,0,0,4,0,0,4096,6,0,3,1048576,0,15665,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,7048,0
332,84,548192,10,10,1326912,163,1339392,14,10,6,262144,16704,7608,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,0,0,0,4,50800,138,4096,8,0,4,1048576,0,1008,0
34404,84,143056,10,10,155360,156,123592,14,10,7,262144,16736,1104,0
332,0,0,0,4,11504,102,4096,7,0,5,1048576,0,407240,0
332,0,0,0,5,0,0,4096,9,0,5,1048576,0,19224,0
332,56,147600,0,4,148496,186,147456,5,12,5,1048576,0,808,0
332,0,0,0,4,21104,111,20480,8,0,7,1048576,64,1520,0
332,0,0,0,5,0,0,12288,9,0,7,1048576,0,7936,0
332,28,4096,8,5,0,0,81920,8,0,6,1048576,64,30064,0
332,84,7424,10,10,7328,84,0,14,10,3,262144,17728,1048,0
332,0,0,0,4,0,0,4096,8,0,3,1048576,0,19308,0
34404,84,76720,10,10,86224,112,73280,14,10,6,262144,16736,2408,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,0,0,0,5,0,0,327680,9,0,3,1048576,32768,2496,0
34404,28,8592,0,5,0,0,8192,10,0,6,1048576,33088,2424,0
332,56,81904,0,4,0,0,8192,48,0,3,1048576,34144,1064,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,17088,0
332,28,54308,0,5,0,0,0,11,0,3,0,34112,1068,0
332,84,4096,0,5,4512,68,8192,14,0,4,1048576,1344,30136,0
332,0,0,0,5,0,0,4096,9,0,5,1048576,32768,176120,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,0,0,0,4,16928,69,4096,8,0,4,1048576,0,1312,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,0,5,0,0,253952,9,0,6,1048576,32768,6672,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,1520,0
332,0,0,0,4,0,0,270784,2,50,9,1048576,0,0,0
34404,84,39312,10,10,41280,168,37264,14,10,6,262144,16736,1032,0
34404,28,4912,6,6,0,0,4096,9,0,5,524288,32832,2352,0
332,28,4768,6,6,133120,2546,4096,9,0,4,262144,320,602328,0
34404,28,4496,8,5,9024,250,4096,8,0,5,1048576,64,1612,0
332,28,167936,0,8,213056,91,213147,35,26,11,1048576,0,1932,0
332,0,0,0,5,0,0,65536,9,0,5,1048576,32768,86988,0
332,0,0,0,5,0,0,323584,9,0,4,1048576,32768,2496,0
332,0,0,0,5,0,0,106496,9,0,7,1048576,0,30496,0
332,0,0,0,5,0,0,32768,9,0,9,1048576,32768,0,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
34404,28,73728,0,4,0,0,91032,2,28,9,2097152,32768,1256,0
332,28,1793780,0,5,0,0,0,8,0,5,0,1088,1072,0
332,0,0,0,5,0,0,282624,9,0,6,1048576,0,2824,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,84,8704,10,10,8608,80,0,14,10,3,262144,17728,1048,0
332,0,0,0,5,0,0,8192,9,0,7,1048576,33792,29264,0
34404,28,7456,6,6,861744,1202,4096,9,0,5,262144,320,1160,0
34404,28,6000,6,6,260336,165,4096,9,0,5,262144,320,4120,0
332,0,0,0,4,0,0,98304,5,12,5,1048576,0,4208,0
34404,84,182336,10,10,206720,716,164240,14,10,7,262144,16736,2992,0
34404,28,4464,6,6,20352,115,4096,9,0,5,262144,320,1072,0
332,84,7744,10,10,41616,165,49152,14,10,5,262144,16704,7104,0
332,28,8256,6,6,8160,82,0,9,0,3,262144,1344,1048,0
332,0,0,0,4,65536,115,0,5,0,8,1048576,0,30508,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,752,0
34404,84,387520,10,10,414448,756,378096,14,10,7,262144,16736,1016,0
332,28,2179636,0,4,0,0,8192,8,0,3,1048576,34112,1344,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1136,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,4,0,0,0,0,57,2,0,1,174,0
332,28,113532,0,4,0,0,8192,11,0,3,1048576,34112,1136,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,56,6182144,0,5,11422864,103801,6180864,12,0,5,1048576,33088,109120,1
34404,0,0,0,4,1093632,415,1098164,2,27,19,2097152,0,0,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1336,0
332,0,0,0,5,0,0,0,9,0,4,4194304,32768,17424,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1368,0
332,56,256032,0,6,330704,165,253952,12,0,5,1048576,320,11072,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1368,0
34404,28,964560,0,5,1265856,43733,962560,10,0,6,1048576,320,64536,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1208,0
332,0,0,0,5,0,0,16384,9,0,4,1048576,32768,6536,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,992,0
332,0,0,0,4,0,0,8192,8,0,4,1048576,1344,1608,0
332,28,68800,0,8,73034,92,123008,29,21,8,1048576,0,1419,0
332,0,0,0,4,0,0,0,2,25,6,0,1,512,0
34404,28,4832,6,6,24640,149,4096,9,0,5,262144,320,1312,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,3932,1
34404,84,76448,10,10,81088,116,69152,14,10,6,262144,16736,2416,0
332,28,40960,0,5,32768,6125,45056,13,0,13,1048576,0,126740,0
34404,84,216672,10,10,259152,108,205024,14,10,7,262144,16736,132640,0
34404,0,0,6,6,0,0,0,9,0,1,262144,320,51360,0
332,56,1083120,0,5,0,0,0,11,0,4,0,34112,1314,0
34404,56,222848,0,6,425440,629,221184,12,0,6,1048576,352,1680,0
332,1,0,0,1,0,131072,147456,164,1,4,1048576,0,7937,0
34404,84,79792,10,10,90144,35456,75736,14,10,7,262144,16736,1024,0
332,0,0,0,5,0,0,802816,9,0,4,1048576,32768,12280,0
332,84,9088,10,10,0,0,45056,14,10,5,262144,49472,3448,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,992,0
332,0,0,0,4,0,0,0,5,12,3,1048576,0,172,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,28,241964,0,4,0,0,8192,48,0,3,1048576,34144,1396,0
34404,0,0,0,4,294912,1589,299524,2,28,11,2097152,0,0,0
332,0,0,0,4,0,0,12288,5,12,4,1048576,0,644,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,1520,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,84,6432,10,10,0,0,45056,14,10,5,262144,49472,165672,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,0,0,0,4,0,0,4780,2,50,9,1048576,0,49852,0
332,0,0,0,4,0,0,360936,2,50,4,1048576,0,2636,0
332,28,43300,0,4,0,0,8192,11,0,3,1048576,34112,1232,0
332,0,0,0,4,5004,40,110592,9,0,4,1048576,0,1024,0
332,0,0,0,5,0,0,12288,9,0,7,1048576,0,7936,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,5,0,0,0,2,25,3,1048576,0,16520,0
332,0,0,0,5,0,0,4096,9,0,4,1048576,0,3680,0
332,0,0,0,4,0,0,257,1,1,4,1048576,0,0,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1136,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1376,0
34404,28,20480,0,4,0,0,37700,2,25,9,2097152,32768,1256,0
332,84,1398368,0,6,1899600,796,1310720,14,10,6,1048576,16704,255608,0
332,28,45056,0,10,90176,93,122880,35,26,13,1048576,0,3824,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1152,0
34404,28,5408,6,6,88336,166,4096,9,0,5,262144,320,1744,0
332,0,0,1,4,0,0,0,6,0,5,1048576,0,56644,0
332,0,0,0,4,0,0,32768,7,0,4,1048576,0,175504,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,84,247728,6,6,282528,203,221184,12,10,5,262144,320,438872,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
34404,84,60656,10,10,68352,108,57968,14,10,7,262144,16736,1312,0
332,0,0,0,5,0,0,12288,9,0,5,1048576,0,0,0
332,0,0,0,5,0,0,323584,9,0,5,1048576,32768,6672,0
332,84,16400,10,10,160896,153,167936,14,10,5,262144,16704,3808,0
332,0,0,0,4,0,0,4096,5,12,3,1048576,0,0,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
34404,84,282176,10,10,363728,112,268624,14,10,7,262144,16736,1328,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
34404,56,14352,10,6,0,0,12288,14,12,6,1048576,33120,1812,0
34404,0,0,6,6,0,0,0,9,0,1,262144,320,816856,0
332,28,12668,0,5,0,0,12288,10,0,5,1048576,33088,20236,0
332,0,0,0,4,45056,84,0,2,25,7,0,1,512,0
34404,28,106496,0,4,0,0,123696,2,28,9,2097152,32768,1256,0
332,28,4512,6,6,42400,164,4096,9,0,4,262144,320,74976,1
332,0,0,5,5,0,0,4096,6,4,6,4194304,0,3384,0
332,0,0,0,4,0,0,28672,5,12,4,1048576,0,25756,0
332,0,0,0,5,0,0,8192,9,0,8,1048576,0,19184,0
332,0,0,0,4,64432,224,53248,8,0,6,1048576,64,1520,0
332,0,0,6,6,212992,127,0,9,0,11,0,0,53540,0
332,84,15920,10,10,163568,8700,184320,14,10,5,262144,16704,1016,0
34404,28,21916,0,5,0,0,0,11,0,3,0,33088,1132,0
332,0,0,0,5,0,0,208896,9,0,4,8000000,32768,39856,0
332,0,0,0,5,0,0,4096,9,0,4,1048576,32768,170836,0
332,0,0,0,5,0,0,28672,10,0,4,1048576,32768,23304,1
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,4,184320,205,0,2,25,7,0,1,4096,0
34404,84,27552,10,10,30032,140,25088,14,10,6,262144,16736,3880,0
332,84,15280,10,10,43696,353,57344,14,10,6,262144,16704,1104,0
332,0,0,0,4,0,0,0,8,0,8,1048576,0,1536,0
34404,28,4096,10,6,0,0,0,14,10,2,1048576,352,3432,0
332,28,38512,10,5,0,0,65536,10,0,5,1048576,64,25600,0
332,0,0,0,4,0,0,0,2,25,6,0,1,512,0
34404,28,983040,0,4,1024000,37399,1069312,2,28,10,2097152,0,0,0
34404,84,13648,0,5,16528,136,12288,14,0,7,1048576,352,1468,0
332,0,0,0,4,49424,101,4096,8,0,4,1048576,0,1008,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,28,77920,0,4,79888,72,77824,7,10,5,1048576,0,13968,0
332,0,0,0,4,0,0,0,5,12,4,1048576,0,780,0
332,28,7456,6,6,7376,80,0,9,0,3,262144,1344,1048,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,1520,0
332,0,0,0,5,0,0,192512,9,0,7,1048576,32768,54960,0
34404,28,5648,6,6,0,0,4096,9,0,5,524288,33088,2088,0
332,0,0,0,5,0,0,4096,9,0,4,1048576,32768,18624,0
34404,56,661700,21315,6,652108,183,4096,9,0,5,262144,64,1248,0
34404,84,30080,10,10,34800,1144,28944,14,10,6,262144,16736,1312,0
332,0,0,0,5,0,0,8192,9,0,5,1048576,0,2840,0
332,28,90112,0,4,0,0,8192,8,0,4,1048576,34112,2720,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,7,8,0,0,0,7,0,3,1048576,0,2532,0
34404,84,23056,10,10,25984,92,20912,14,10,6,262144,16736,1112,0
332,84,9248,10,10,58464,1634,98304,14,10,6,262144,16704,1024,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1232,0
332,0,0,0,4,34832,116,20480,8,0,6,1048576,64,1880,0
332,0,0,5,5,0,0,0,7,10,6,262144,33792,6308,0
332,0,0,0,4,0,0,0,8,0,8,1048576,0,1536,0
34404,28,4096,10,6,0,0,0,12,10,2,1048576,352,255640,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
34404,84,169008,10,10,192080,364,165448,14,10,6,262144,16736,12848,0
332,56,240208,0,4,59408,115,4096,8,0,4,1048576,320,904,0
332,0,0,1,4,0,0,0,6,0,3,1048576,0,928,0
34404,28,7056,6,6,928688,180,4096,9,0,5,262144,320,131520,0
34404,84,154704,10,10,183280,128,139128,14,10,6,262144,16736,3112,0
34404,84,47248,10,10,49216,128,34592,14,10,6,262144,16736,1128,0
332,0,0,0,5,0,0,0,10,0,4,1048576,32768,7172,0
34404,84,114336,10,10,125472,688,103640,14,10,6,262144,16736,32840,0
34404,84,108544,10,10,112176,88,102872,14,10,6,262144,16736,196952,0
332,28,35056,0,5,0,0,57344,9,0,5,1048576,33088,45800,0
34404,28,4368,6,6,20432,464,4096,9,0,5,262144,320,22608,0
34404,84,193392,10,10,220528,392,169624,14,10,7,262144,16736,1056,0
34404,56,3635168,0,6,4295600,13348,4546560,14,11,9,1048576,352,52902,0
332,28,316288,0,6,471632,187,315392,12,0,5,1048576,320,1752,0
332,84,68544,10,10,295152,71759,512000,14,10,5,262144,16704,1032,0
34404,84,98544,10,10,103344,864,91872,14,10,6,262144,16736,1280,0
332,28,374912,0,5,0,0,372736,9,0,6,1048576,33088,401360,0
